23.1.2006	B-Date
eru	O
;	O
né	O
að	O
hvaða	O
leiti	O
þarfir	O
þeirra	O
eru	O
aðrar	O
en	O
annarra	O
ferðamanna	O
.	O

Það	O
er	O
samt	O
skrýtið	O
að	O
þessi	O
einsleyta	O
hugsun	O
komi	O
upp	O
,	O
því	O
þegar	O
við	O
hjá	O
Íslandsferðum	B-Organization
lítum	O
yfir	O
farþegalistan	O
okkar	O
,	O
þá	O
erum	O
við	O
í	O
sumar	O
með	O
menningarhátíð	O
heyrnalausra	O
á	O
Akureyri	B-Location
,	O
í	O
fyrra	O
tókum	O
við	O
á	O
móti	O
hópi	O
sem	O
var	O
að	O
hluta	O
til	O
blindur	O
,	O
en	O
vissulega	O
höfum	O
við	O
líka	O
verið	O
með	O
hreyfihamlaða	O
,	O
svo	O
sem	O
norræn	O
ráðstefna	O
fatlaðra	O
sem	O
var	O
fyrir	O
nokkrum	O
árum	O
.	O

Vissulega	O
er	O
aðal	O
umræðan	O
um	O
aðgengismál	O
hreyfihamlaðra	O
;	O
gististaðir	O
skrá	O
hve	O
mörg	O
herbergi	O
hafa	O
aðgengi	O
fyrir	O
hjólastóla	O
,	O
nokkur	O
rútufyrirtæki	O
hafa	O
lagt	O
metnað	O
sinn	O
í	O
að	O
hafa	O
bíla	O
sem	O
taka	O
hjólastóla	O
og	O
sum	O
afþreyingarfyrirtæki	O
hafa	O
sér	O
kunnáttu	O
og	O
reynslu	O
á	O
þessu	O
sviði	O
.	O

Þetta	O
eru	O
hins	O
vegar	O
allt	O
þættir	O
sem	O
ætti	O
að	O
vera	O
sjáflsagt	O
mál	O
að	O
taka	O
tillit	O
til	O
og	O
ætti	O
að	O
suma	O
leyti	O
að	O
vera	O
auðvelt	O
að	O
framfylgja	O
.	O

Það	O
er	O
jú	O
hægt	O
að	O
setja	O
kröfur	O
í	O
reglugerðir	O
og	O
allir	O
gististaðir	O
og	O
öll	O
rútufyrirtæki	O
þurfa	O
opinbert	O
starfsleyfi	O
.	O

Erfiðara	O
er	O
við	O
að	O
eiga	O
aðgengismál	O
eins	O
og	O
stíga	O
;	O
það	O
er	O
enginn	O
sem	O
þarf	O
starfsleyfi	O
svo	O
að	O
við	O
getum	O
gengið	O
að	O
Gullfossi	B-Location
og	O
við	O
sem	O
störfum	O
í	O
greinninni	O
vitum	O
að	O
aldrei	O
virðast	O
vera	O
til	O
fé	O
til	O
að	O
hafa	O
stígamál	O
í	O
lagi	O
.	O

Á	O
mörgum	O
stöðum	O
er	O
það	O
svo	O
að	O
jafnvel	O
fullfrískt	O
fólk	O
á	O
ekki	O
gott	O
með	O
að	O
nálgast	O
náttúruperlur	O
.	O

Leiðsögn	O
fyrir	O
hópana	O
er	O
einnig	O
að	O
reynast	O
nokkuð	O
snúinn	O
þáttur	O
.	O

Við	O
veljum	O
að	O
öllu	O
jöfnu	O
leiðsögumenn	O
eftir	O
því	O
tungumáli	O
sem	O
farþegarnir	O
tala	O
og	O
þó	O
ekki	O
sé	O
um	O
að	O
ræða	O
táknmálsleiðsögn	O
,	O
þá	O
hefur	O
okkur	O
reynst	O
erfitt	O
að	O
finna	O
gott	O
fólk	O
sem	O
treystir	O
sér	O
til	O
að	O
vera	O
með	O
þetta	O
sérhæfðan	O
hóp	O
.	O

Aðgengismálin	O
eru	O
sá	O
praktíski	O
þáttur	O
sem	O
við	O
stöldrum	O
mest	O
við	O
.	O

Ég	O
get	O
tekið	O
sem	O
dæmi	O
hóp	O
sem	O
er	O
að	O
koma	O
í	O
sumar	O
;	O
þetta	O
eru	O
16	O
frakkar	B-Miscellaneous
,	O
þar	O
af	O
8	O
manns	O
í	O
hjólastól	O
og	O
hinir	O
eru	O
þeirra	O
aðstoðarmenn	O
.	O

Beiðnin	O
til	O
okkar	O
var	O
um	O
nokkuð	O
venjulega	O
hringferð	O
.	O

Vissulega	O
reynum	O
við	O
að	O
bóka	O
þá	O
gistingu	O
sem	O
við	O
vitum	O
að	O
hefur	O
nægilega	O
mörg	O
herbergi	O
fyrir	O
fatlaða	O
,	O
en	O
bókunarstaða	O
gististaða	O
á	O
sumrinn	O
er	O
því	O
miður	O
ekki	O
þannig	O
að	O
við	O
getum	O
valið	O
úr	O
gististöðum	O
,	O
við	O
erum	O
frekar	O
í	O
því	O
að	O
taka	O
það	O
sem	O
býðst	O
.	O

Þetta	O
verður	O
áreiðanlega	O
vandamál	O
.	O

Rútuþáttinn	O
getum	O
við	O
leyst	O
,	O
það	O
eru	O
til	O
nægilega	O
stórir	O
bílar	O
til	O
að	O
taka	O
hópinn	O
.	O

Leiðsögumenn	O
eru	O
hikandi	O
að	O
taka	O
að	O
sér	O
leiðsögn	O
,	O
þeim	O
vex	O
í	O
augum	O
að	O
vera	O
með	O
svona	O
marga	O
fatlaða	O
þar	O
sem	O
aðgengismál	O
eru	O
ekki	O
góð	O
.	O

Síðan	O
eru	O
veitingahús	O
ekki	O
vel	O
í	O
stakk	O
búin	O
,	O
það	O
er	O
á	O
ansi	O
mörgum	O
stöðum	O
einhverjar	O
tröppur	O
.	O

Og	O
að	O
lokum	O
eru	O
það	O
náttúruperlurnar	O
sem	O
eru	O
að	O
öllu	O
jöfnu	O
með	O
mjög	O
lélegt	O
aðgengi	O
.	O

Þessi	O
ferð	O
var	O
skipulögð	O
eins	O
og	O
hver	O
annar	O
hringur	O
;	O
en	O
við	O
sjáum	O
fyrir	O
okkur	O
að	O
það	O
verður	O
ekkert	O
stopp	O
við	O
Glaumbæ	B-Location
og	O
bara	O
horft	O
út	O
um	O
gluggan	O
við	O
jökulsárlón	B-Location
.	O

Þannig	O
að	O
við	O
skiljum	O
áhyggjur	O
leiðsögumannanna	O
;	O
það	O
verður	O
lítið	O
hægt	O
að	O
fara	O
út	O
úr	O
rútunni	O
.	O

Við	O
skipulagningu	O
þessa	O
hóps	O
þarf	O
líka	O
að	O
taka	O
tillit	O
til	O
þess	O
að	O
stopp	O
taka	O
lengri	O
tíma	O
en	O
við	O
sem	O
ferðaskipuleggjandi	O
eigum	O
að	O
venjast	O
þar	O
sem	O
farþegar	O
þurfa	O
lengri	O
tíma	O
til	O
að	O
fara	O
í	O
og	O
úr	O
rútu	O
.	O

Þetta	O
er	O
atriði	O
sem	O
við	O
eigum	O
erfitt	O
með	O
að	O
meta	O
vegna	O
kunnáttu-	O
og	O
reynsluleysis	O
okkar	O
í	O
að	O
þjónusta	O
þennan	O
hóp	O
ferðamanna	O
.	O

Það	O
er	O
þó	O
jákvætt	O
að	O
segja	O
frá	O
því	O
að	O
ekki	O
skapast	O
neinn	O
verulegur	O
auka	O
kostnaður	O
þó	O
þarfirnar	O
séu	O
aðrar	O
.	O

Sú	O
gisting	O
sem	O
fáanlega	O
er	O
með	O
og	O
er	O
með	O
aðgengismál	O
í	O
lagi	O
kostar	O
sama	O
og	O
önnur	O
gisting	O
og	O
rútan	O
kostar	O
það	O
sama	O
,	O
það	O
þarf	O
að	O
vísu	O
aðein	O
stærri	O
bíl	O
en	O
ella	O
.	O

Það	O
er	O
ekki	O
komin	O
niðurstaða	O
með	O
hver	O
verður	O
leiðsögumaður	O
en	O
leiðsögumannalaun	O
eru	O
kjarasamningsbundi	O
og	O
þess	O
vegna	O
óháð	O
farþegasamsetningu	O
.	O

Svo	O
vonandi	O
mun	O
þessi	O
ferð	O
kosta	O
það	O
sama	O
og	O
um	O
hefðbundnari	O
ferðamenn	O
væri	O
að	O
ræða	O
.	O

Anað	O
sem	O
kom	O
okkur	O
á	O
óvart	O
núna	O
nýlega	O
,	O
tengdist	O
menningarhátíð	O
heyrnalausra	O
.	O

Þar	O
sem	O
ekki	O
eru	O
um	O
hreyfihamlaða	O
að	O
ræða	O
,	O
gerðum	O
við	O
ekki	O
ráð	O
fyrir	O
að	O
gisting	O
yrði	O
vandamál	O
.	O

En	O
í	O
ljós	O
kom	O
að	O
brunakerfið	O
reyndist	O
aðeins	O
vera	O
viðvörunarbjalla	O
sem	O
ekki	O
gengur	O
fyrir	O
hóp	O
af	O
heyrnalausum	O
.	O

Viðkomandi	O
gististaður	O
ætlaði	O
að	O
reyna	O
að	O
ráða	O
bót	O
á	O
því	O
áður	O
en	O
hópurinn	O
kemur	O
.	O

En	O
eitt	O
skortir	O
þó	O
ekki	O
í	O
íslenska	O
ferðaþjónustu	O
og	O
það	O
er	O
viljan	O
til	O
að	O
leysa	O
verkefni	O
.	O

Það	O
hefur	O
ávalt	O
sýnt	O
sig	O
að	O
þegar	O
ferðaþjónustuaðilar	O
standa	O
frammi	O
fyrir	O
nýju	O
eða	O
óvenjulegu	O
verkefni	O
þá	O
leggjast	O
allir	O
á	O
eitt	O
við	O
að	O
leysa	O
málin	O
eins	O
og	O
best	O
verður	O
á	O
kosið	O
.	O

Mín	O
niðurstaða	O
eftir	O
innri	O
skoðun	O
hjá	O
Íslandsferðum	B-Organization
er	O
því	O
sú	O
að	O
það	O
sem	O
ferðaþjónustuna	O
kannski	O
helst	O
skorti	O
sé	O
þekking	O
og	O
skilningur	O
-	O
en	O
það	O
eru	O
þættir	O
sem	O
sennilega	O
koma	O
bara	O
með	O
reynslunni	O
og	O
málþingum	O
sem	O
þessu	O
.	O

Takk	O
fyrir	O
.	O

Kæru	O
hlustendur	O
.	O

Í	O
dag	O
flyt	O
ég	O
þriðja	O
pistil	O
pistlaraðarinnar	O
Þjóðir	O
sem	O
ég	O
hef	O
kynnst	O
-	O
dagbókarbrot	O
frá	O
Portúgal	B-Location
.	O

Ég	O
dvaldi	O
í	O
háskólaborginni	O
Coimbra	B-Location
en	O
ferðaðist	O
töluvert	O
í	O
nágrenni	O
hennar	O
.	O

Í	O
febrúar	B-Date
ákváðum	O
ég	O
og	O
hin	O
katalónska	O
sambýliskona	O
mín	O
að	O
skella	O
okkur	O
til	O
Porto	B-Location
en	O
það	O
er	O
borgin	O
sem	O
bæði	O
landið	O
og	O
vínið	O
eru	O
nefnd	O
eftir	O
.	O

Porto	B-Location
hefur	O
svipaðan	O
íbúafjölda	O
og	O
Ísland	B-Location
og	O
stendur	O
rétt	O
ofan	O
við	O
ósa	O
Río	B-Location
Douro	I-Location
í	O
Norður-Portúgal	B-Location
.	O

Þar	O
standa	O
litrík	O
hús	O
við	O
þröngar	O
stigagötur	O
og	O
teknótónlist	O
blandast	O
hanagali	O
innan	O
úr	O
húsunum	O
.	O

Eftir	O
að	O
hafa	O
borðað	O
mjög	O
dæmigerðan	O
portúgalskan	O
fátækramat	O
,	O
hrísgrjóna-	O
og	O
nýrnabaunarétt	O
með	O
fitulöðrandi	O
kjötbitum	O
,	O
skelltum	O
við	O
okkur	O
í	O
kirkjuskoðun	O
.	O

Ég	O
hafði	O
valið	O
kirkjuna	O
Igreja	B-Organization
São	I-Organization
Francisco	I-Organization
upp	O
úr	O
Lonely	B-Miscellaneous
Planet	I-Miscellaneous
bókinni	O
minni	O
.	O

Að	O
utan	O
er	O
hún	O
ósköp	O
venjuleg	O
kaþólsk	O
kirkja	O
en	O
þegar	O
inn	O
er	O
komið	O
verður	O
ekki	O
fyrir	O
manni	O
neitt	O
sem	O
minnir	O
á	O
guðdóminn	O
heldur	O
fullkomlega	O
djöfullegt	O
barokkrókókóhelvíti	O
.	O

Varla	O
nokkur	O
blettur	O
í	O
byggingunni	O
sleppur	O
undan	O
fanatískri	O
skreytingaþörfinni	O
.	O

Gull	O
drýpur	O
af	O
hverju	O
strái	O
,	O
hverri	O
súlu	O
og	O
hverjum	O
dýrlingi	O
.	O

Loftið	O
er	O
málað	O
með	O
gulli	O
.	O

Altarið	O
er	O
gyllt	O
.	O

Súlurnar	O
vinda	O
upp	O
á	O
sig	O
í	O
gullslegnum	O
lofgjörðarlaufblöðum	O
sem	O
teygja	O
sig	O
til	O
himins	O
.	O

María	B-Person
mey	I-Person
og	O
sonur	O
hennar	O
líta	O
út	O
eins	O
og	O
útigangsmenn	O
innan	O
um	O
allt	O
gullið	O
.	O

Í	O
takt	O
við	O
það	O
hversu	O
kirkjan	O
er	O
gjörsneydd	O
óveraldlegri	O
stemmningu	O
þá	O
er	O
ekki	O
einu	O
sinni	O
messað	O
þar	O
lengur	O
,	O
bara	O
selt	O
inn	O
fyrir	O
túrista	O
.	O

Munkasöngurinn	O
fór	O
fáránlega	O
við	O
gullglýjuna	O
-	O
meira	O
viðeigandi	O
hefði	O
verið	O
Best	B-Miscellaneous
of	I-Miscellaneous
Duran	I-Miscellaneous
Duran	I-Miscellaneous
.	O

Skömmu	O
síðar	O
,	O
á	O
afmælisdegi	O
einni	O
af	O
hinum	O
fjölmörgu	O
útgáfum	O
hinnar	O
heilögu	O
guðsmóður	O
,	O
var	O
ferðinni	O
heitið	O
til	O
Luso	B-Location
,	O
smábæjar	O
í	O
rúmlega	O
tuttugu	O
kílómetra	O
fjarlægð	O
frá	O
Coimbra	B-Location
.	O

Á	O
hæðinni	O
fyrir	O
ofan	O
bæinn	O
er	O
þjóðgarðsskógurinn	O
Buçaco	B-Location
.	O

Karmelítamunkar	B-Miscellaneous
hófu	O
ræktun	O
hans	O
á	O
17.	B-Date
öld	I-Date
og	O
skógurinn	O
varð	O
svo	O
vinsæll	O
að	O
síðar	O
á	O
öldinni	O
hótaði	O
Úrban	B-Person
páfi	I-Person
áttundi	I-Person
að	O
bannfæra	O
hvern	O
þann	O
sem	O
ynni	O
skemmdarverk	O
á	O
trjánum	O
.	O

Í	O
skóginum	O
miðjum	O
,	O
efst	O
á	O
hæðinni	O
(	O
allt	O
merkilega	O
dótið	O
er	O
haft	O
efst	O
á	O
hæðunum	O
)	O
,	O
stendur	O
fokdýrt	O
fimm	O
stjörnu	O
lúxushótel	O
í	O
fáránlegri	O
rjómakökubyggingu	O
frá	O
aldamótunum	O
1900	B-Date
sem	O
átti	O
upphaflega	O
að	O
vera	O
hús	O
fyrir	O
konungsfjölskylduna	O
.	O

Á	O
malarstæðinu	O
fyrir	O
framan	O
hótelið	O
stóðu	O
raðir	O
af	O
rúðuskyggðum	O
Porchum	B-Miscellaneous
og	O
rauðum	O
sportbílum	O
sem	O
gáfu	O
til	O
kynna	O
hvers	O
konar	O
fólk	O
hefði	O
efni	O
á	O
að	O
spreða	O
í	O
hóteldvalir	O
á	O
þessum	O
stað	O
.	O

Hinumegin	O
í	O
hæðinni	O
stendur	O
minnismerki	O
til	O
minningar	O
um	O
orrustuna	O
við	O
Buçaco	B-Location
árið	O
1810	B-Date
,	O
þar	O
sem	O
herir	O
Englendinga	B-Miscellaneous
og	O
Portúgala	B-Miscellaneous
unnu	O
sigur	O
á	O
herjum	O
Napóleons	B-Person
.	O

Minnismerkið	O
er	O
risastór	O
og	O
forljót	O
steypusúla	O
og	O
við	O
rætur	O
þess	O
liggur	O
enn	O
ljótari	O
járnkrans	O
(	O
praktískara	O
að	O
þurfa	O
ekki	O
alltaf	O
að	O
vera	O
að	O
skipta	O
um	O
krans	O
þegar	O
blómin	O
eru	O
dauð	O
)	O
.	O

Aftan	O
á	O
súlunni	O
stendur	O
að	O
minnismerkið	O
hefði	O
verið	O
reist	O
á	O
19.	B-Date
öld	I-Date
en	O
fallið	O
þegar	O
eldingu	O
sló	O
niður	O
í	O
það	O
og	O
reist	O
aftur	O
.	O

Ætli	O
þeir	O
hafi	O
verið	O
hissa	O
?	O

«	O
Við	O
bara	O
settum	O
þessa	O
risastóru	O
súlu	O
efst	O
upp	O
á	O
háa	O
hæð	O
og	O
svo	O
bara	O
slær	O
niður	O
í	O
hana	O
eldingu	O
!	O
»	O

Í	O
miðjum	O
skóginum	O
fundum	O
við	O
litla	O
tjörn	O
þar	O
sem	O
tveir	O
eirðarlausir	O
svanir	O
potuðu	O
í	O
hálsinn	O
hvor	O
á	O
öðrum	O
,	O
annar	O
hvítur	O
en	O
hinn	O
svartur	O
,	O
og	O
samkvæmt	O
nærliggjandi	O
skilti	O
var	O
bannað	O
að	O
vaska	O
upp	O
í	O
tjörninni	O
.	O

Það	O
verður	O
líklega	O
að	O
viðurkennast	O
að	O
fleiri	O
þekkja	O
menningu	O
hinnar	O
fyrrum	O
portúgölsku	O
nýlendu	O
Brasilíu	B-Location
en	O
menningu	O
Portúgala	B-Miscellaneous
sjálfra	O
,	O
og	O
brasilísk	O
menning	O
hefur	O
haft	O
sín	O
áhrif	O
í	O
landi	O
gömlu	O
nýlenduherranna	O
.	O

Kjötkveðjuhátíðin	O
er	O
gott	O
dæmi	O
um	O
það	O
.	O

Ég	O
kynnti	O
mér	O
karnivalið	O
í	O
bænum	O
Mealhada	B-Location
,	O
í	O
fylgd	O
með	O
tíu	O
ljósmyndaóðum	O
Kínverjum	B-Miscellaneous
.	O

Ég	O
vissi	O
ekkert	O
við	O
hverju	O
ég	O
átti	O
að	O
búast	O
.	O

Ég	O
vissi	O
ekkert	O
um	O
karnival	O
en	O
hafði	O
séð	O
myndir	O
frá	O
skrúðgöngum	O
í	O
Rio	B-Location
de	I-Location
Janeiro	I-Location
.	O

Aðstandendur	O
hátíðarinnar	O
í	O
Mealhada	B-Location
reyndust	O
líka	O
hafa	O
séð	O
myndir	O
frá	O
skrúðgöngum	O
í	O
Rio	B-Location
de	I-Location
Janeiro	I-Location
.	O

Allavega	O
hefði	O
yfirskrift	O
dagsins	O
getað	O
verið	O
«	O
veðrið	O
er	O
bara	O
blekking	O
,	O
við	O
erum	O
í	O
alvörunni	O
í	O
Brasilíu	B-Location
»	O
.	O

Tónlistin	O
var	O
brasilísk	O
,	O
portúgalskir	O
söngvararnir	O
báru	O
textana	O
fram	O
með	O
brasilískum	O
hreim	O
,	O
eftir	O
götunni	O
dönsuðu	O
glimmerbornar	O
stúlkur	O
í	O
skröltandi	O
bikiníum	O
á	O
fjallháum	O
hælum	O
með	O
risavaxið	O
fjaðraskraut	O
á	O
hausnum	O
.	O

Ein	O
var	O
meira	O
að	O
segja	O
ber	O
að	O
ofan	O
en	O
máluð	O
í	O
tígrismunstri	O
upp	O
að	O
hálsi	O
.	O

Þetta	O
var	O
vægast	O
sagt	O
skrautleg	O
skrúðganga	O
.	O

Það	O
verður	O
hins	O
vegar	O
varla	O
sagt	O
að	O
hún	O
hafi	O
verið	O
sannfærandi	O
.	O

Það	O
getur	O
verið	O
að	O
það	O
sé	O
30	O
stiga	O
hiti	O
í	O
Rio	B-Location
de	I-Location
Janeiro	I-Location
í	O
febrúar	B-Date
en	O
í	O
Portúgal	B-Location
var	O
10	O
stiga	O
hiti	O
og	O
svalur	O
blær	O
.	O

Fremst	O
í	O
hverjum	O
danshópi	O
fór	O
sú	O
stúlka	O
sem	O
hafði	O
verið	O
til	O
í	O
að	O
vera	O
á	O
hæstu	O
hælunum	O
og	O
efnisminnsta	O
bikiníinu	O
.	O

Hún	O
var	O
venjulega	O
eldhress	O
og	O
hristi	O
sínar	O
pallíettur	O
af	O
ástríðu	O
.	O

Á	O
hæla	O
hennar	O
kom	O
fáklætt	O
,	O
þreytulegt	O
,	O
kuldalegt	O
og	O
fýlulegt	O
kvenfólk	O
sem	O
hafði	O
verið	O
skikkað	O
í	O
þetta	O
níutíu	O
mínútna	O
hopp	O
á	O
háum	O
hælum	O
en	O
fannst	O
það	O
greinilega	O
ekkert	O
gaman	O
.	O

Þær	O
voru	O
ýmist	O
alveg	O
að	O
missa	O
brjóstin	O
upp	O
úr	O
bikiníinu	O
,	O
buxurnar	O
niður	O
rassinn	O
á	O
sér	O
,	O
fjaðraskrautið	O
af	O
hausnum	O
eða	O
þær	O
voru	O
að	O
plokka	O
skeljag-strenginn	O
úr	O
borunni	O
á	O
sér	O
,	O
og	O
hristu	O
sig	O
taktlaust	O
til	O
málamynda	O
.	O

Ein	O
var	O
í	O
mjög	O
frumlegum	O
og	O
að	O
sama	O
skapi	O
óþægilegum	O
búningi	O
sem	O
samanstóð	O
af	O
fjólubláum	O
snúrum	O
sem	O
lágu	O
í	O
tígulmunstri	O
um	O
líkamann	O
á	O
henni	O
,	O
með	O
örlitlum	O
efnispjötlum	O
fyrir	O
geirvörtum	O
og	O
kynfærum	O
.	O

Gallinn	O
var	O
bara	O
sá	O
að	O
snúrurnar	O
áttu	O
það	O
til	O
að	O
síga	O
og	O
á	O
tveggja	O
sekúndna	O
fresti	O
þurfti	O
hún	O
að	O
gera	O
hlé	O
á	O
dansinum	O
til	O
að	O
draga	O
efnisbútana	O
upp	O
fyrir	O
geirvörtur	O
,	O
án	O
þess	O
þó	O
að	O
efnisbúturinn	O
sem	O
huldi	O
klofið	O
á	O
henni	O
færi	O
úr	O
stað	O
.	O

Ég	O
hefði	O
verið	O
búin	O
að	O
hengja	O
mig	O
í	O
snúrunum	O
eftir	O
tuttugu	O
mínútur	O
af	O
þessari	O
vitleysu	O
.	O

Þarna	O
var	O
líka	O
danshópur	O
sem	O
hefðu	O
getað	O
haft	O
yfirskriftina	O
«	O
hvítt	O
rusl	O
dansar	O
karnaval	O
»	O
og	O
voru	O
allir	O
meðlimir	O
vel	O
í	O
því	O
.	O

Ein	O
tannlaus	O
drykkjukona	O
benti	O
í	O
áttina	O
til	O
okkar	O
og	O
æpti	O
«	O
sjáiði	O
,	O
Kínverjar	B-Miscellaneous
»	O
.	O

Sem	O
betur	O
fer	O
held	O
ég	O
að	O
Kínverjarnir	B-Miscellaneous
hafi	O
verið	O
of	O
uppteknir	O
við	O
að	O
horfa	O
á	O
hálfberu	O
stelpurnar	O
til	O
að	O
heyra	O
í	O
kellingunni	O
.	O

Þannig	O
þokaðist	O
þetta	O
í	O
hringi	O
,	O
ein	O
og	O
ein	O
hress	O
dansstelpa	O
,	O
aðrar	O
sem	O
vildu	O
greinilega	O
að	O
þetta	O
yrði	O
búið	O
sem	O
fyrst	O
,	O
niðurdregin	O
börn	O
í	O
Mikka	B-Miscellaneous
mús-búningum	I-Miscellaneous
,	O
eldgamlar	O
konur	O
í	O
risastórum	O
kjólum	O
,	O
og	O
með	O
þessu	O
fylgdist	O
dúðaður	O
áhorfendaskarinn	O
sem	O
virtist	O
einungis	O
skemmta	O
sér	O
þegar	O
stelpurnar	O
voru	O
alveg	O
að	O
detta	O
úr	O
fötunum	O
.	O

Einu	O
einstaklingarnir	O
í	O
skrúðgöngunni	O
sem	O
voru	O
virkilega	O
geislandi	O
af	O
gleði	O
voru	O
tveir	O
stífmálaðir	O
karlmenn	O
;	O
einn	O
ungur	O
strákur	O
í	O
silfurpallíettubúningi	O
sem	O
brosti	O
út	O
að	O
eyrum	O
stanslaust	O
í	O
einn	O
og	O
hálfan	O
tíma	O
,	O
og	O
karlmaður	O
á	O
þrítugsaldri	O
í	O
níðþröngum	O
spandexstuttbuxum	O
og	O
svörtum	O
glimmertopp	O
.	O

Ég	O
áleit	O
að	O
hér	O
væru	O
komnir	O
laumuhommar	O
þorpsins	O
,	O
sem	O
fengu	O
eitt	O
tækifæri	O
á	O
ári	O
til	O
að	O
sleppa	O
sér	O
í	O
óhaminni	O
gleði	O
.	O

Íslenskt	B-Miscellaneous
mál	I-Miscellaneous

29.	B-Date
nóvember	I-Date
2002	I-Date

Góðir	O
hlustendur	O
.	O

Ég	O
vil	O
byrja	O
á	O
því	O
að	O
þakka	O
afar	O
góð	O
viðbrögð	O
við	O
síðasta	O
þætti	O
mínum	O
.	O

Margir	O
hlustendur	O
slógu	O
á	O
þráinn	O
bæði	O
til	O
þess	O
að	O
veita	O
upplýsingar	O
um	O
sumt	O
af	O
því	O
sem	O
spurt	O
var	O
um	O
og	O
eins	O
til	O
þess	O
að	O
lýsa	O
yfir	O
ánægju	O
sinni	O
yfir	O
að	O
við	O
værum	O
enn	O
einu	O
sinni	O
farin	O
af	O
stað	O
með	O
þáttasyrpu	O
.	O

Það	O
er	O
ánægjulegt	O
að	O
heyra	O
hversu	O
margir	O
fagna	O
þættinum	O
á	O
hverju	O
hausti	O
,	O
og	O
hvetja	O
slík	O
viðbrögð	O
okkur	O
til	O
þess	O
að	O
halda	O
áfram	O
.	O

Í	O
síðasta	O
þætti	O
rifjaði	O
ég	O
upp	O
þrjár	O
fyrirspurnir	O
frá	O
í	O
vor	O
sem	O
lítil	O
viðbrögð	O
höfðu	O
orðið	O
við	O
.	O

Ein	O
þeirra	O
var	O
um	O
orðasambandið	O
að	O
vera	O
kominn	O
í	O
keypt	O
,	O
að	O
vera	O
kominn	O
í	O
keypt	O
,	O
í	O
merkingunni	O
«	O
vera	O
kominn	O
í	O
þrot	O
»	O
en	O
það	O
fékk	O
ég	O
frá	O
sunnlenskum	O
heimildarmanni	O
.	O

Enginn	O
hefur	O
frætt	O
okkur	O
um	O
það	O
enn	O
sem	O
komið	O
er	O
,	O
en	O
ef	O
til	O
vill	O
hlustar	O
einhver	O
nú	O
sem	O
kannast	O
við	O
að	O
svona	O
sé	O
tekið	O
til	O
orða	O
.	O

Önnur	O
var	O
um	O
orðið	O
eldhúshjálp	O
í	O
merkingunni	O
«	O
hrærivél	O
»	O
.	O

Eins	O
og	O
ég	O
nefndi	O
síðast	O
höfðum	O
við	O
heimild	O
um	O
orðið	O
frá	O
manni	O
sem	O
ættaður	O
er	O
að	O
norðan	O
.	O

Fáein	O
dæmi	O
bárust	O
í	O
vor	O
er	O
leið	O
og	O
bar	O
öllum	O
saman	O
um	O
að	O
orðið	O
væri	O
þýðing	O
á	O
enska	O
tegundarheitinu	O
«	O
kitchenaid	B-Miscellaneous
»	O
sem	O
margir	O
þekkja	O
.	O

Dæmin	O
voru	O
nær	O
öll	O
frá	O
norðlenskum	O
heimilum	O
en	O
ein	O
heimild	O
barst	O
einnig	O
frá	O
Búðardal	B-Location
.	O

Eftir	O
síðasta	O
þátt	O
bættist	O
ein	O
norðlensk	O
heimild	O
við	O
.	O

Gott	O
væri	O
að	O
frétta	O
meira	O
af	O
eldhúshjálp	O
í	O
merkingunni	O
«	O
hrærivél	O
»	O
ekki	O
síst	O
ef	O
orðið	O
þekkist	O
utan	O
Norðurlands	B-Location
.	O

Þriðja	O
fyrirspurnin	O
var	O
um	O
orðasambandið	O
að	O
spila	O
ræl	O
á	O
rófuna	O
á	O
sér	O
.	O

Heimildarmaður	O
minn	O
sagði	O
mér	O
að	O
það	O
væri	O
notað	O
í	O
niðrandi	O
merkingu	O
,	O
og	O
væri	O
merkingin	O
svipuð	O
og	O
«	O
éttu	O
það	O
sem	O
úti	O
frýs	O
»	O
.	O

Fáein	O
dæmi	O
bárust	O
eftir	O
þáttinn	O
í	O
vor	O
og	O
voru	O
nær	O
öll	O
af	O
Vesturlandi	B-Location
og	O
frá	O
Vestfjörðum	B-Location
.	O

Heimildarmönnum	O
bar	O
saman	O
um	O
að	O
merkingin	O
væri	O
niðrandi	O
og	O
svipuð	O
eða	O
hin	O
sama	O
og	O
ég	O
hafði	O
nefnt	O
.	O

Vestfirskur	O
heimildarmaður	O
kannaðist	O
þó	O
við	O
orðasambandið	O
í	O
dálítið	O
annarri	O
gerð	O
.	O

Hann	O
sagði	O
mér	O
að	O
sá	O
dansaði	O
ræl	O
við	O
rófuna	O
á	O
sér	O
sem	O
væri	O
í	O
þokkalega	O
góðu	O
skapi	O
og	O
væri	O
að	O
dunda	O
sér	O
einn	O
við	O
eitthvað	O
sem	O
ekki	O
væri	O
sérstaklega	O
aðkallandi	O
.	O

Nú	O
hafa	O
allmörg	O
dæmi	O
bæst	O
við	O
og	O
eru	O
þau	O
öll	O
á	O
þann	O
veg	O
að	O
orðasambandið	O
sé	O
notað	O
niðrandi	O
,	O
oft	O
í	O
deilum	O
þegar	O
annar	O
er	O
að	O
verða	O
undir	O
og	O
segir	O
þá	O
«	O
spilaðu	O
ræl	O
á	O
rófuna	O
á	O
þér	O
»	O
