Málverkafölsunarmálið	nheng
þeirri	faveþ
kröfu	nveþ
í	aþ
lögum	nhfþ
að	c
þeir	fakfn
sem	ct
rannsaki	svg3fn
mál	nhfo
og	c
beri	svg3fn
ábyrgð	nveo
séu	svg3fn
kallaðir	sþgkfn
fyrir	ao
dóm	nkeo
til	ae
að	cn
gefa	sng
skýrslu	nveo
um	ao
meðferð	nveo
þess	fphee
eða	c
rannsóknaraðgerðir	nvfo
.	.

Jafnframt	aa
segir	sfg3en
Jón	nken-s
það	fpheo
vera	sng
á	ao
ábyrgð	nveo
fjölmiðlamanna	nkfe
hvernig	aa
þeir	fpkfn
fjalli	svg3fn
um	ao
tiltekin	lhfosf
mál	nhfo
.	.

Jón	nken-s
H.	as
B.	as
Snorrason	nken-s
,	,
yfirmaður	nken
efnahagsbrotadeildar	nvee
:	:
«	«
Þar	aa
af	aa
leiðandi	slg
er	sfg3en
það	fphen
ekki	aa
á	ao
ábyrgð	nveo
þess	fakee
sem	ct
að	c
þeir	fpkfn
tala	sfg3fn
við	aa
hvernig	aa
blaðamaðurinn	nkeng
kýs	sfg3en
að	aa
,	,
að	cn
fjalla	sng
um	aa
,	,
um	aa
,	,
um	ao
umræðuefnið	nheog
og	c
blaðamaðurinn	nkeng
stjórnar	sfg3en
því	fpheþ
líka	aa
með	aþ
hvaða	fskeþ
hætti	nkeþ
hann	fpken
setur	sfg3en
það	faheo
sem	ct
hann	fpken
hefur	sfg3en
eftir	aþ
mönnum	nkfþ
í	aþ
sambandi	nheþ
við	ao
umfjöllunarefni	nheo
sitt	feheo
.	.
»	»

Blaðamenn	nkfn
og	c
fréttamenn	nkfn
berir	x
því	aa
einir	lkfnsf
ábyrgð	nveo
á	aþ
framsetningunni	nveþg
.	.

Eins	aa
og	c
fyrr	aam
sagði	sfg3eþ
var	sfg3eþ
þinghald	nhen
í	aþ
sjálfu	fbheþ
Baugsmálinu	nheþgs
í	ao
morgun	nkeo
en	c
þar	aa
voru	sfg3fþ
teknir	sþgkfn
fyrir	aa
18	ta
ákæruliðir	nkfn
sérstaks	lkeesf
ríkissaksóknara	nkee
gegn	aþ
Jóni	nkeþ-s
Ásgeir	nkeþ-s
Jóhannessyni	nkeþ-s
,	,
forstjóra	nkeþ
Baugs	nkee-s
,	,
Tryggva	nkeþ-s
Jónssyni	nkeþ-s
og	c
Jóni	nkeþ-s
Geraldi	nkeþ-s
Sullenberger	nkeþ-s
.	.

Verjendur	nkfn
lögðu	sfg3fþ
fram	aa
vitnalista	nkeo
en	c
á	aþ
honum	fpkeþ
er	x
um	aa
100	ta
nöfn	nhfn
,	,
meðal	ae
annars	fohee
verða	sfg3fn
Kjartan	nken-s
Gunnarsson	nken-s
,	,
framkvæmdastjóri	nken
Sjálfstæðisflokksins	nkeegs
og	c
Styrmir	nken-s
Gunnarsson	nken-s
,	,
ritstjóri	nken
Morgunblaðsins	nheegs
,	,
kallaðir	sþgkfn
fyrir	ao
dóm	nkeo
.	.

Búist	sþmhen
er	sfg3en
við	aþ
því	fpheþ
að	c
vitnaleiðslur	nvfn
taki	svg3fn
um	aa
4	ta
vikur	nvfo
en	c
þær	fpvfn
hefjast	sfm3fn
12.	ta
febrúar	nkeo
.	.

Skjölin	nhfng
til	aa
í	aþ
hlerunarmálinu	nheþg
?	?

Jón	nken-s
Baldvin	nken-s
Hannibalsson	nken-s
segir	sfg3en
að	c
afrit	nhfn
af	aþ
leyniskjölum	nhfþ
íslensku	lveevf
öryggisþjónustunnar	nveeg
séu	svg3fn
til	aa
á	aþ
skjalasafni	nheþ
í	aþ
Bandaríkjunum	nhfþgs
,	,
en	c
frumritin	nhfng
voru	sfg3fþ
brennd	sþghfn
.	.

Einar	nken-s
K.	as
Guðfinnsson	nken-s
,	,
segir	sfg3en
að	c
tilefni	nhen
til	ae
hleranna	nvfeg
hafi	svg3en
verið	ssg
heilmikið	lhensf
á	aþ
tímum	nkfþ
kalda	lheevf
stríðsins	nheeg
og	c
svo	aa
geti	svg3en
orðið	ssg
í	aþ
framtíðinni	nveþg
.	.

Rökstuðningur	nken
fyrir	aþ
hlerunum	nvfþ
verði	svg3en
þó	aa
að	cn
vera	sng
fyrir	aþ
hendi	nveþ
.	.

Þetta	fahen
kom	sfg3eþ
fram	aa
á	aþ
fundi	nkeþ
stjórnmálafræðiskorar	nvee
í	ao
dag	nkeo
.	.

Þar	aa
var	sfg3eþ
rætt	sþghen
um	ao
þá	faveo
öryggisþjónustu	nveo
lögreglunnar	nveeg
sem	ct
hér	aa
starfrækt	sþgven
á	aþ
tímum	nkfþ
kalda	lheevf
stríðsins	nheeg
og	c
greint	sþghen
er	sfg3en
frá	aþ
er	sfg3en
nýútkominni	lveþsf
bók	nveþ
sagnfræðingsins	nkeeg
Guðna	nkee-s
Th.	as
Jóhannessonar	nkee-s
.	.

Þjónustunni	nveþg
var	sfg3eþ
heimilað	sþghen
að	cn
hlera	sng
síma	nkeo
þingmanna	nkfe
,	,
ritstjórna	nvfe
dagblaða	nhfe
,	,
verkalýðsforkálfa	nkfe
og	c
ýmissa	fokfe
vinstri	lkfevf
manna	nkfe
sem	ct
töldust	sfm3fþ
ógna	sng
öryggi	nheþ
ríkisins	nheeg
á	aþ
þeim	fakeþ
tíma	nkeþ
.	.

Jón	nken-s
Baldvin	nken-s
Hannibalsson	nken-s
,	,
fyrrverandi	lkenof
ráðherra	nken
:	:
«	«
Hver	x
eru	sfg3fn
þessar	favfn
skýrslur	nvfn
,	,
þær	fpvfn
voru	sfg3fþ
brenndar	sþgvfn
,	,
brenndar	sþgvfn
,	,
spjaldskráin	nveng
brennd	sþgven
skýrslurnar	nvfng
brenndar	sþgvfn
segja	sfg3fn
þeir	fpkfn
.	.

En	c
ég	fp1en
veit	sfg1en
að	c
þær	fpvfn
voru	sfg3fþ
ekki	aa
allar	fovfn
brendar	lvfnsf
.	.

Það	fphen
voru	sfg3fþ
nefnilega	aa
tekin	sþghfn
af	aa
afrit	nhfn
eða	c
kannski	aa
að	c
frumritið	nheng
hafi	svg3en
verið	ssg
,	,
hafi	svg3en
verið	ssg
snyrtilega	aa
afhend	x
CIA	as
mönnum	nkfþ
í	aþ
bandaríska	lheþvf
sendiráðinu	nheþg
,	,
þetta	fahen
er	sfg3en
allt	fohen
saman	aa
til	aa
,	,
þetta	fahen
er	sfg3en
í	aþ
Maryland	e
,	,
því	fpheþ
Bandaríkjamenn	nkfn-s
brenna	sfg3fn
ekki	aa
í	aþ
öskutunnum	nvfþ
hérna	aa
,	,
gögn	nhfo
,	,
söguleg	lhfosf
gögn	nhfo
.	.
»	»

Og	c
Jón	nken-s
vill	sfg3en
að	c
Alþingi	nhen-s
setji	svg3en
lög	nhfo
sem	ct
gefi	svg3fn
þeim	fakfþ
sem	ct
stóðu	sfg3fþ
að	aþ
hlerununum	nvfþg
fyrirfram	aa
upp	aa
sakir	nvfo
.	.

Jón	nken-s
Baldvin	nken-s
Hannibalsson	nken-s
:	:
«	«
Leysi	svg3fn
þá	fpkfo
undan	aþ
þagnaskyldu	nveþ
og	c
trúnaðareiðum	nkfþ
og	c
geri	svg3fn
þeim	fpkfþ
kleyft	lheosf
að	cn
koma	sng
fram	aa
í	ao
dagsljósið	nheog
og	c
segja	sng
sannleikan	x
án	ae
þess	fphee
að	c
þeir	fpkfn
þurfi	svg3fn
að	cn
gjalda	sng
þess	fphee
.	.

Það	fphen
er	sfg3en
óskiljanlegt	lhensf
,	,
með	aþ
öllu	foheþ
óskiljanlegt	lhensf
og	c
fyrir	aþ
því	fpheþ
er	x
engin	fohfn
rök	nhfn
þegar	c
að	c
forystumenn	nkfn
stjórnvalda	nhfe
núna	aa
vísa	sng
þessari	faveþ
sanngjörnu	lveþvf
og	c
eðlilegu	lveþvf
ósk	nveþ
á	ao
bug	nkeo
með	aþ
því	fpheþ
málið	nheng
sé	svg3en
í	aþ
farvegi	nkeþ
.	.

Málið	nheng
er	sfg3en
ekki	aa
í	aþ
neinum	fokeþ
farvegi	nkeþ
.	.
»	»

Einar	nken-s
K.	as
Guðfinnsson	nken-s
sem	ct
hélt	sfg3eþ
erindi	nheo
á	aþ
fundinum	nkeþg
segir	sfg3en
að	c
hleranirnar	nvfng
hafi	svg3fn
tengst	ssm
mestu	lhfþve
pólitísku	lhfþvf
átökum	nhfþ
sem	ct
hér	aa
hafa	sfg3fn
átt	ssg
sér	fphfþ
stað	nkeo
.	.

Setið	sþghen
hafi	svg3en
verið	ssg
um	ao
Alþingishúsið	nheogs
og	c
ráðist	sþmhen
að	aþ
því	fpheþ
.	.

Einar	nken-s
K.	as
Guðfinnsson	nken-s
,	,
sjávarútvegsráðherra	nken
:	:
«	«
Það	fphen
var	sfg3eþ
ógnað	sþghen
öryggi	nheþ
einstakra	lkfesf
stjórnmálamanna	nkfe
og	c
auðvitað	aa
hlaut	sfg3eþ
ríkið	nheng
að	cn
bregðast	snm
einhvern	fokeo
vegin	x
við	aa
.	.

Ég	fp1en
er	sfg1en
hins	fakee
vegar	nkee
að	cn
segja	sng
það	fpheo
að	c
það	fphen
sé	svg3en
algjörlega	aa
rangt	lhensf
sem	ct
haldið	sþghen
hefur	sfg3en
verið	ssg
fram	aa
að	c
hér	aa
hafi	svg3en
staðið	ssg
,	,
hafi	svg3en
verið	ssg
staðið	sþghen
fyrir	aþ
stórkostlegum	lvfþsf
pólitískum	lvfþsf
njósnum	nvfþ
,	,
það	fphen
er	sfg3en
einfaldlega	aa
rangt	lhensf
,	,
sagan	nveng
sem	ct
að	c
Guðni	nken-s
Jóhannesson	nken-s
segir	sfg3en
okkur	fp1fþ
sannar	sfg3en
það	fpheo
.	.
»	»

Hann	fpken
segir	sfg3en
menn	nkfo
hafa	sng
afvegaleitt	ssg
umræðuna	nveog
að	aþ
undanförnu	lheþsf
.	.

Einar	nken-s
K.	as
Guðfinnsson	nken-s
:	:
«	«
Hugtakið	nheng
leyniþjónusta	nven
í	aþ
þessum	fahfþ
efnum	nhfþ
er	sfg3en
fullkomið	lhensf
uppnefni	nhen
.	.

Ljúga	sng
því	fpheþ
upp	aa
að	c
Sjálfstæðisflokkurinn	nkengs
hafi	svg3en
staðið	ssg
fyrir	aþ
einhverri	foveþ
leyniþjónustu	nveþ
þegar	c
það	fphen
liggur	sfg3en
fyrir	aa
að	c
svo	aa
var	sfg3eþ
ekki	aa
og	c
þetta	fahen
er	sfg3en
auðvitað	aa
ákveðið	lhensf
áhyggjuefni	nhen
að	c
einhverjir	fokfn
telji	svg3fn
það	fpheo
sér	fpkfþ
í	ao
hag	nkeo
að	cn
reyna	sng
komast	snm
hjá	aþ
því	fpheþ
að	cn
tala	sng
um	ao
kjarna	nkeo
málsins	nheeg
.	.
»	»

Aðgerðaáætlun	nven
gegn	aþ
kynbundnu	lheþsf
ofbeldi	nheþ

Magnús	nken-s
Stefánsson	nken-s
,	,
félagsmálaráðherra	nken
,	,
kynnti	sfg3eþ
í	ao
dag	nkeo
5	ta
ára	nhfe
aðgerðaáætlun	nveo
stjórnvalda	nhfe
gegn	aþ
kynbundnu	lheþsf
ofbeldi	nheþ
.	.

Þá	aa
hefur	sfg3en
ráðherrann	nkeng
ákveðið	ssg
að	cn
endurskipa	sng
samráðsnefnd	nveo
sem	ct
á	sfg3en
að	cn
fylgja	sng
áætluninni	nveþg
eftir	aa
og	c
halda	sng
stjórnvöldum	nhfþ
við	ao
efnið	nheog
.	.

Meginmarkmið	nhen
aðgerðaáætlunarinnar	nveeg
er	sfg3en
vinna	nven
gegn	aþ
ofbeldi	nheþ
á	aþ
heimilum	nhfþ
og	c
kynferðislegu	lheþsf
ofbeldi	nheþ
gegn	aþ
konum	nvfþ
og	c
börnum	nhfþ
.	.

Um	ao
er	sfg3en
að	cn
ræða	sng
efnismikla	lveosf
áætlun	nveo
sem	ct
felur	sfg3en
í	aþ
sér	fpveþ
37	ta
aðgerðir	nvfo
af	aþ
ýmsum	fokeþ
toga	nkeþ
,	,
meðal	ae
annars	fohee
er	sfg3en
stefnt	sþghen
að	aþ
því	fpheþ
að	cn
auka	sng
þekkingu	nveo
starfsfólks	nhee
sem	ct
starfar	sfg3en
með	aþ
börnum	nhfþ
og	c
unglingum	nkfþ
og	c
að	c
gerendur	nkfn
sem	ct
beitt	ssg
hafa	sfg3fn
börn	nhfo
ofbeldi	nheþ
eigi	svg3fn
kost	nkeo
á	aþ
meðferð	nveþ
.	.

Einstökum	lhfþsf
ráðuneytum	nhfþ
er	sfg3en
falið	sþghen
að	cn
sjá	sng
um	ao
framkvæmd	nveo
sérhverrar	fovee
aðgerðar	nvee
innan	ae
tiltekins	lkeesf
tíma	nkee
.	.

Sænsk-íslensk	lvensf
menningarmiðstöð	nven
reist	sþgven
á	aþ
Húsavík	nveþ-s

Sænsk-íslensk	lvensf
menningarmiðstöð	nven
,	,
Garðarshólmi	nken-s
,	,
verður	sfg3en
reist	sþgven
á	aþ
Húsavík	nveþ-s
.	.

Þjóðhöfðingjar	nkfn
beggja	fohfe
landanna	nhfeg
hafa	sfg3fn
ákveðið	ssg
að	cn
verða	sng
verndarar	nkfn
miðstöðvarinnar	nveeg
.	.

Mjög	aa
sjaldgæft	lhensf
er	sfg3en
að	c
konungur	nken
Svíþjóðar	nvee-s
leggi	svg3en
nafn	nheo
sitt	feheo
við	ao
verkefni	nheo
utan	ae
heimalands	nhee
síns	fehee
.	.

Sænskur	lkensf
landkönnuður	nken
,	,
Garðar	nken-s
Svavarsson	nken-s
,	,
sigldi	sfg3eþ
skipi	nheþ
sínu	feheþ
umhverfis	ao
Ísland	nheo-s
árið	nheog
870	ta
ásamt	aþ
Náttfara	nkeþ-s
.	.

Þeir	fpkfn
tóku	sfg3fþ
land	nheo
við	ao
flóa	nkeo
á	aþ
Norðausturlandi	nheþ-s
sem	ct
Garðar	nken-s
nefndi	sfg3eþ
Skjálfanda	nkeo-s
og	c
byggði	sfg3eþ
hús	nheo
á	aþ
stað	nkeþ
sem	ct
hann	fpken
nefndi	sfg3eþ
Húsavík	nveo-s
.	.

Hugmyndin	nveng
er	sfg3en
að	c
menningarmiðstöðin	nveng
,	,
Garðarshólmi	nken-s
,	,
hýsi	svg3en
sýningar	nvfo
þar	aa
sem	c
sögunni	nveþg
verði	svg3en
gert	sþghen
hátt	aa
undir	aþ
höfði	nheþ
.	.

Hér	aa
sjáum	sfg1fn
við	fp1fn
inní	ao
hugsanlegt	lheosf
hús	nheo
.	.

Sérstök	lvensf
áhersla	nven
verður	sfg3en
lögð	sþgven
á	ao
samspil	nheo
vistfræði	nvee
og	c
menningar	nvee
.	.

Í	aþ
húsinu	nheþg
verður	sfg3en
gert	sþghen
ráð	nhen
fyrir	aþ
rými	nheþ
fyrir	ao
vísinda-	nkfo
og	c
fræðimenn	nkfo
og	c
að	c
í	aþ
því	fpheþ
verði	svg3en
upplýsingamiðstöð	nven
fyrir	ao
ferðafólk	nheo
.	.

Á	aþ
kynningarfundi	nkeþ
á	aþ
Húsavík	nveþ-s
í	ao
dag	nkeo
var	sfg3eþ
forseti	nken
Íslands	nhee-s
meðal	ae
gesta	nkfe
og	c
hann	fpken
segir	sfg3en
að	c
Garðarshólmi	nken-s
geti	svg3en
orðið	ssg
menningarmiðstöð	nven
á	ao
heimsvísu	nveo
.	.

Ólafur	nken-s
Ragnar	nken-s
Grímsson	nken-s
,	,
forseti	nken
Íslands	nhee-s
:	:
«	«
Vegna	ae
þess	fphee
að	c
héraðið	nheng
hér	aa
er	sfg3en
einstakur	lkensf
sýningasalur	nken
,	,
um	ao
það	fpheo
hvernig	aa
þúsund	tfhfe
ára	nhfe
mannvist	nven
fer	sfg3en
með	ao
náttúruna	nveog
og	c
það	fphen
er	sfg3en
hin	gven
stóra	lvenvf
spurning	nven
sem	ct
allir	fokfn
eru	sfg3fn
að	cn
ræða	sng
vítt	aa
og	c
breitt	aa
um	ao
veröldina	nveog
,	,
hvernig	aa
getum	sfg1fn
við	fp1fn
náð	ssg
árangri	nkeþ
í	aþ
efnahagslegri	lveþsf
þróun	nveþ
án	ae
þess	fphee
að	cn
fórna	sng
,	,
fórna	sng
náttúrunni	nveþg
og	c
þess	fphee
vegna	ae
ákvað	sfg1eþ
að	x
ég	fp1en
að	cn
leggja	sng
þessu	faheþ
verkefni	nheþ
lið	nheo
vegna	ae
þess	fphee
að	c
mér	fp1eþ
finnst	sfm3en
þetta	fahen
vera	sng
stórmerkilegt	lhensf
framtak	nhen
.	.
»	»

Og	c
það	fphen
er	sfg3en
ekki	aa
bara	aa
íslenski	lkenvf
þjóðhöfðinginn	nkeng
sem	ct
leggur	sfg3en
þessu	faheþ
verkefni	nheþ
lið	nheo
.	.

Það	fpheo
hefur	sfg3en
sömuleiðis	aa
gert	ssg
konungur	nken
Svíþjóðar	nvee-s
,	,
Karl	nken-s
Gústaf	nken-s
16	ta
.	.

Ólafur	nken-s
Ragnar	nken-s
Grímsson	nken-s
:	:
«	«
Mér	fp1eþ
er	sfg3en
tjáð	sþghen
að	c
konungur	nken
Svíþjóðar	nvee-s
hafi	svg3en
nánast	aae
aldrei	aa
verið	ssg
verndari	nken
verkefnis	nhee
utan	ae
Svíþjóðar	nvee-s
.	.
»	»

Sænsk-íslenska	lvenvf
menningarmiðstöðin	nveng
mun	sfg3en
rísa	sng
hér	aa
við	ao
höfnina	nveog
á	aþ
Húsavík	nveþ-s
og	c
mun	sfg3en
byggingin	nveng
án	ae
efa	nkee
setja	sng
sterkan	lkeosf
svip	nkeo
á	ao
svæðið	nheog
.	.

Gert	sþghen
er	sfg3en
ráð	nhen
fyrir	aþ
að	c
stofnkostnaður	nken
verði	svg3en
um	aa
150	ta
milljónir	nvfn
króna	nvfe
.	.

Unglingastigið	nheng
á	aþ
Flateyri	nveþ-s
fært	sþghen
til	ae
Ísafjarðar	nkee-s
?	?

Íbúasamtök	nhfn
Önundarfjarðar	nkee-s
og	c
Foreldrafélag	nhen-s
Grunnskólans	nkeegs
á	aþ
Flateyri	nveþ-s
leggjast	sfm3fn
gegn	aþ
því	fpheþ
að	c
kennsla	nven
unglinga	nkfe
verði	svg3en
færð	sþgven
til	ae
Ísafjarðar	nkee-s
.	.

Fyrirséð	lhensf
er	sfg3en
að	c
næsta	lheove
skólaár	nheo
verði	svg3fn
einungis	aa
7	ta
nemendur	nkfn
á	aþ
unglingastigi	nheþ
á	aþ
Flateyri	nveþ-s
.	.

Enn	aa
og	c
aftur	aa
hefur	sfg3en
komið	ssg
til	ae
tals	nhee
hjá	aþ
skólayfirvöldum	nhfþ
Ísafjarðarbæjar	nkee-s
að	cn
leggja	sng
niður	aa
unglingastig	nheo
á	aþ
Flateyri	nveþ-s
og	c
Suðureyri	nveþ-s
og	c
færa	sng
það	fpheo
yfir	aa
til	ae
Ísafjarðar	nkee-s
.	.

Kom	sfg3eþ
hugmyndin	nveng
upp	aa
í	aþ
tengslum	nhfþ
við	ao
fjárhagsáætlun	nveo
en	c
um	aa
10	ta
milljónir	nvfn
króna	nvfe
gætu	svg3fþ
sparast	ssm
með	aþ
þessum	fakeþ
gjörningi	nkeþ
.	.

En	c
engin	foven
ákvörðun	nven
hefur	sfg3en
þó	aa
verið	ssg
tekin	sþgven
.	.

Um	aa
60	ta
manns	nkee
eða	c
um	aa
20%	tp
íbúa	nkfe
á	aþ
Flateyri	nveþ-s
voru	sfg3fþ
á	aþ
fundi	nkeþ
sem	ct
efnt	sþghen
var	sfg3eþ
til	aa
þar	aa
sem	c
því	fpheþ
var	sfg3eþ
harðlega	aa
mótmælt	sþghen
að	c
hróflað	sþghen
yrði	svg3eþ
við	aþ
starfsemi	nveþ
skólans	nkeeg
.	.

Guðmundur	nken-s
Björgvinsson	nken-s
,	,
formaður	nken
íbúasamtaka	nhfe
Önundarfjarðar	nkee-s
:	:
«	«
Við	fp1fn
viljum	sfg1fn
byggja	sng
hér	aa
blómlegt	lheosf
mannlíf	nheo
í	aþ
þorpunum	nhfþg
og	c
hafa	sng
skólastigið	nheog
hjá	aþ
okkur	fp1fþ
,	,
hafa	sng
börnin	nhfog
hjá	aþ
okkur	fp1fþ
eins	aa
lengi	aa
og	c
okkur	fp1fþ
er	sfg3en
boðlegt	lhensf
að	cn
gera	sng
það	fpheo
.	.
»	»

Nemendur	nkfn
á	aþ
unglingastigi	nheþ
eru	sfg3fn
nú	aa
10	ta
og	c
engin	x
í	aþ
9.	ta
bekk	nkeþ
og	c
samkennsla	nven
við	ao
lýði	nkfo
.	.

Guðmundur	nken-s
Björgvinsson	nken-s
:	:
«	«
Það	fphen
er	sfg3en
að	aþ
vissu	lheþsf
leyti	nheþ
kannski	aa
forréttindi	nhfn
barnanna	nhfeg
hér	aa
að	aa
,	,
að	cn
búa	sng
við	ao
það	fpheo
að	c
þau	fphfn
eru	sfg3fn
tiltölulega	aa
fá	lhfnsf
og	c
þau	fphfn
fá	sfg3fn
þar	aa
af	aa
leiðandi	slg
meiri	lveovm
athygli	nveo
og	c
meiri	lveovm
sinningu	nveo
.	.
»	»

Guðrún	nven-s
S.	as
Sigurðardóttir	nven-s
:	:
«	«
Já	au
þú	fp2en
lítur	sfg2en
á	ao
það	faheo
sem	ct
forréttindi	nhfo
að	c
þau	fphfn
séu	svg3fn
fá	lhfnsf
ekki	aa
félagsleg	lvensf
einangrun	nven
í	aþ
gangi	nkeþ
?	?
»	»

Guðmundur	nken-s
Björgvinsson	nken-s
:	:
«	«
Nei	au
fjarri	aþ
því	fpheþ
.	.

Ef	c
að	c
við	fp1fn
sjáum	sfg1fn
kannski	aa
stöðuna	nveog
svo	aa
að	c
það	fphen
séu	svg3fn
ekki	aa
til	aa
börn	nhfn
til	ae
þess	fphee
að	cn
hafa	sng
í	aþ
þessum	fakfþ
bekkjum	nkfþ
þá	aa
verðum	sfg1fn
við	fp1fn
að	cn
taka	sng
umræðuna	nveog
aftur	aa
.	.

Fyrr	aam
ekki	aa
.	.
»	»

Fyrir	aa
séð	sþghen
er	sfg3en
að	c
nemendur	nkfn
við	ao
skólann	nkeog
verði	svg3fn
einungis	aa
7	ta
næsta	lheove
haust	nheo
og	c
engin	x
10.	ta
bekkur	nken
.	.

Tvöföldun	nven
Suðurlandsvegar	nkee-s

Framkvæmdastjóri	nken
Samtaka	nhfe-s
sunnlenskra	lhfesf
sveitarfélaga	nhfe
segir	sfg3en
að	c
tvöföldun	nven
Suðurlandsvegarins	nkeegs
kosti	svg3en
7	ta
til	aa
8	ta
milljarða	nkfo
króna	nvfe
samkvæmt	aþ
bréfi	nheþ
frá	aþ
Vegagerðinni	nveþgs
.	.

Vegamálastjóri	nken
segir	sfg3en
tvöföldun	nveo
kosta	sng
um	aa
12	ta
milljarða	nkfo
.	.

Vegamálastjóri	nken
hefur	sfg3en
látið	ssg
hafa	sng
eftir	aþ
sér	fpkeþ
í	aþ
fjölmiðlum	nkfþ
síðustu	lkfove
daga	nkfo
að	c
kostnaður	nken
við	ao
tvöföldun	nveo
Suðurlandsvegarins	nkeegs
frá	aþ
Reykjavík	nveþ-s
til	ae
Selfoss	nkee-s
sé	svg3en
um	aa
12	ta
milljarðar	nkfn
króna	nvfe
.	.

Þetta	fahen
er	sfg3en
tala	nven
sem	ct
framkvæmdastjóri	nken
Samtaka	nhfe-s
sunnlenskra	lhfesf
sveitarfélaga	nhfe
kannast	sfm3en
ekki	aa
við	aa
enda	c
er	sfg3en
hann	fpken
með	ao
bréf	nheo
undir	aþ
höndum	nvfþ
frá	aþ
Vegagerðinni	nveþgs
frá	aþ
því	fpheþ
í	aþ
júlí	nkeþ
á	aþ
síðasta	lheþve
ári	nheþ
þar	aa
sem	c
sagt	sþghen
er	sfg3en
að	c
kostnaðurinn	nkeng
sé	svg3en
7	ta
til	aa
8	ta
milljarðar	nkfn
króna	nvfe
verði	svg3en
farin	sþgven
svipuð	lvensf
leið	nven
og	c
á	aþ
Reykjanesbrautinni	nveþgs
.	.

Þorvarður	nken-s
Hjaltason	nken-s
,	,
framkvæmdastjóri	nken
Samtaka	nhfe-s
sunnlenskra	lhfesf
sveitarfélaga	nhfe
:	:
«	«
Þessar	favfn
upplýsingar	nvfn
bara	aa
stemma	sfg3fn
hreinlega	aa
ekki	aa
við	ao
það	faheo
sem	ct
að	c
hann	fpken
er	sfg3en
að	cn
halda	sng
fram	aa
núna	aa
og	c
þetta	fahen
er	sfg3en
í	ao
fyrsta	lheove
sinn	nheo
sem	c
þessar	favfn
tölur	nvfn
heyrast	sfm3fn
.	.

Og	c
maður	nken
veltir	sfg3en
því	fpheþ
fyrir	aþ
sér	fpkeþ
hvers	fshee
vegna	ae
?	?

Er	sfg3en
verið	sþghen
að	cn
reyna	sng
að	cn
drepa	sng
málinu	nheþg
á	ao
dreif	nveo
eða	c
reyna	sng
að	cn
koma	sng
í	ao
veg	nkeo
fyrir	ao
það	fpheo
að	c
farið	sþghen
verði	svg3en
í	ao
þessar	favfo
bráðnauðsynlegu	lvfovf
framkvæmdir	nvfo
.	.
»	»

Magnús	nken-s
Hlynur	nken-s
Hreiðarsson	nken-s
:	:
«	«
Þarna	aa
munar	sfg3en
4	ta
til	aa
5	ta
milljörðum	nkfþ
,	,
hvernig	aa
stendur	sfg3en
á	aþ
þessu	faheþ
?	?
»	»

Þorvarður	nken-s
Hjaltason	nken-s
:	:
«	«
Ja	au
,	,
ég	fp1en
hef	sfg1en
enga	foveo
skýringu	nveo
á	aþ
því	fpheþ
.	.

Það	fphen
þarf	sfg3en
að	cn
spyrja	sng
vegamálastjóra	nkeo
að	aþ
því	fpheþ
.	.

Ég	fp1en
er	sfg1en
hér	aa
með	ao
bréf	nheo
frá	aþ
Vegagerðinni	nveþgs
sem	ct
að	c
segir	sfg3en
bara	aa
allt	fohen
aðra	fokfo
hluti	nkfo
og	c
þetta	fahen
er	sfg3en
nákvæmlega	aa
sundurliðað	sþghen
í	aþ
þessu	faheþ
bréfi	nheþ
þannig	aa
að	c
hann	fpken
verður	sfg3en
bara	aa
að	cn
skýra	sng
sitt	feheo
mál	nheo
.	.

Það	fphen
stemmir	sfg3en
ekki	aa
við	ao
fyrri	lvfovm
upplýsingar	nvfo
frá	aþ
Vegagerðinni	nveþgs
.	.

Nema	c
það	fphen
hafi	svg3en
verið	ssg
50%	tp
verðbólga	nven
hjá	aþ
Vegagerðinni	nveþgs
á	aþ
síðasta	lheþve
ári	nheþ
.	.
»	»

Þorvarður	nken-s
segir	sfg3en
mjög	aa
slæmt	lheosf
að	cn
fá	sng
svona	aa
háar	lvfosf
tölur	nvfo
fram	aa
frá	aþ
vegamálastjóra	nkeþ
,	,
það	fphen
geri	svg3en
málið	nheog
miklu	lheþsf
erfiðara	lheovm
.	.

Þorvarður	nken-s
Hjaltason	nken-s
:	:
«	«
Nú	aa
virðist	sfm3en
vera	sng
pólitísk	lvensf
samstaða	nven
um	ao
þetta	faheo
mál	nheo
og	c
þá	aa
er	sfg3en
mjög	aa
slæmt	lhensf
að	c
embættismaður	nken
ríkisins	nheeg
komi	svg3en
með	ao
upplýsingar	nvfo
sem	ct
að	aa
eru	sfg3fn
ekki	aa
í	aþ
raun	nveþ
og	c
veru	nveþ
til	ae
neins	fohee
annars	fohee
en	c
að	cn
hérna	aa
hægja	sng
á	aþ
þessu	faheþ
máli	nheþ
.	.
»	»

Mótmæli	nhfn

Hópur	nken
manna	nkfe
mótmælti	sfg3eþ
því	faheþ
sem	ct
hann	fpken
kallar	sfg3en
ofbeldi	nheo
af	aþ
hálfu	nveþ
lögreglunnar	nveeg
í	ao
kvöld	nheo
.	.

Engin	fohfn
skipulögð	lhfnsf
samtök	nhfn
stóðu	sfg3fþ
að	aþ
