Fossavatnsgangan	nvengs
er	sfg3en
í	ao
fyrsta	lheove
sinn	nheo
sem	ct
ég	fp1en
er	sfg1en
með	ao
eigin	lkeoof
rekstur	nkeo
og	c
ég	fp1en
hef	sfg1en
lært	ssg
mikið	lheosf
frá	aþ
því	fpheþ
að	c
ég	fp1en
tók	sfg1eþ
við	aa
og	c
tileinkað	ssg
mér	fp1eþ
þolinmæði	nveo
.	.

Spænskt	lhensf
þjóðfélag	nhen
er	sfg3en
mjög	aa
ólíkt	lhensf
því	faheþ
íslenska	lheþvf
og	c
á	sfg3en
það	fphen
sérstaklega	aa
við	aa
um	ao
samskipti	nhfo
við	ao
hið	gheo
opinbera	lheovf
sem	ct
lærist	sfm3en
smátt	aa
og	c
smátt	aa
.	.

Hjá	aþ
mér	fp1eþ
vinnur	sfg3en
fólk	nhen
,	,
sem	ct
er	sfg3en
m.a.	as
frá	aþ
Ekvador	e
og	c
Argentínu	nveþ-s
sem	ct
komið	ssg
hefur	sfg3en
til	ae
Mallorka	e
í	aþ
leit	nveþ
að	aþ
betra	lheþvm
lífi	nheþ
.	.

Eftir	ao
að	cn
hafa	sng
kynnst	ssm
fólki	nheþ
frá	aþ
ýmsum	fohfþ
löndum	nhfþ
og	c
þeirra	fphfe
sögur	nvfo
,	,
sér	sfg3en
maður	nken
það	fpheo
alltaf	aa
betur	aam
og	c
betur	aam
hvað	fshen
Íslendingar	nkfn-s
hafa	sfg3fn
það	fpheo
í	aþ
rauninni	nveþg
gott	lheosf
.	.

Ferskt	lhensf
hráefni	nhen
af	aþ
markaðnum	nkeþg
-	-
Hvernig	aa
myndirðu	svg2eþ
lýsa	sng
bænum	nkeþg
og	c
veitingastaðnum	nkeþg
þínum	fekeþ
?	?

Deia	e
er	sfg3en
í	aþ
um	aa
hálftíma	nkee
akstursfjarlægð	nveþ
frá	aþ
Palma	e
,	,
höfuðstað	nkeþ
Mallorka	e
,	,
og	c
þar	aa
hef	sfg1en
ég	fp1en
einnig	aa
búsetu	nveo
ásamt	aþ
um	aa
fimm	to
hundruð	tfkfþ
öðrum	fokfþ
íbúum	nkfþ
.	.

Deia	e
er	sfg3en
mjög	aa
fallegur	lkensf
og	c
rólegur	lkensf
bær	nken
,	,
sem	ct
gott	lhensf
er	sfg3en
að	cn
búa	sng
í	aa
og	c
á	sfg3en
bærinn	nkeng
sér	fpkeþ
mikla	lveosf
menningarsögu	nveo
.	.

Hér	aa
er	sfg3en
mjög	aa
öruggt	lhensf
að	cn
búa	sng
,	,
líkt	aa
og	c
í	aþ
sveitinni	nveþg
í	ao
gamla	lkfosf
daga	nkfo
,	,
því	fpheþ
heyrir	sfg3en
til	ae
undantekninga	nvfe
að	c
íbúarnir	nkfng
læsi	svg3fn
húsum	nhfþ
sínum	fehfþ
eða	c
taki	svg3en
bíllyklana	nkfog
úr	aþ
bílunum	nkfþg
.	.

Sjálfur	fbken
veitingastaðurinn	nkeng
er	sfg3en
fusion	e
mallorkískur	lkensf
með	aþ
Miðjarðarhafsblæ	nkeþ-s
og	c
er	sfg3en
andrúmsloftið	nheng
rómantískt	lhensf
og	c
rólegt	lhensf
.	.

Staðurinn	nkeng
tekur	sfg3en
95	ta
manns	nkee
í	ao
sæti	nhfo
og	c
býður	sfg3en
upp	aa
á	ao
allt	foheo
það	faheo
ferskasta	lheove
af	aþ
markaðnum	nkeþg
hverju	foheþ
sinni	nheþ
enda	c
er	sfg3en
allt	fohen
hráefni	nhen
,	,
hvort	c
sem	c
það	fphen
er	sfg3en
fiskur	nken
,	,
kjöt	nhen
eða	c
grænmeti	nhen
,	,
sérvalið	lhensf
fyrir	ao
staðinn	nkeog
á	aþ
hverjum	fokeþ
degi	nkeþ
auk	ae
þess	fphee
sem	c
saltfiskurinn	nkeng
er	sfg3en
íslenskur	lkensf
.	.

Ég	fp1en
býð	sfg1en
svo	aa
upp	aa
á	ao
90	ta
tegundir	nvfo
af	aþ
léttvínum	nhfþ
,	,
sem	ct
koma	sfg3fn
frá	aþ
ýmsum	fohfþ
löndum	nhfþ
.	.

Frægt	lhensf
fólk	nhen
í	aþ
-	-
Hverjir	fskfn
eru	sfg3fn
þínir	fekfn
helstu	lkfnve
viðskiptavinir	nkfn
?	?

Helstu	lkfnve
viðskiptavinirnir	nkfng
eru	sfg3fn
Spánverjar	nkfn-s
,	,
Þjóðverjar	nkfn-s
,	,
Englendingar	nkfn-s
og	c
Norðurlandabúar	nkfn-s
sem	ct
sækjast	sfm3fn
eftir	aþ
mat	nkeþ
og	c
þjónustu	nveþ
í	aþ
háum	lkeþsf
gæðaflokki	nkeþ
,	,
svarar	sfg3en
Ragnhildur	nven-s
og	c
bætir	sfg3en
við	aa
að	c
margir	lkfnsf
úr	aþ
heimi	nkeþ
fræga	lheevf
og	c
fína	lheevf
fólksins	nheeg
eigi	svg3fn
hús	nhfo
í	aþ
Deia	e
eða	c
nánasta	lheþve
nágrenni	nheþ
.	.

Nefna	sng
má	sfg3en
leikarahjónin	nhfog
Michael	e
Douglas	e
og	c
Catherina	e
Zeta	e
Jones	e
,	,
Corrs-systur	nvfo-s
,	,
Michael	e
Bolingbroke	e
,	,
aðstoðarforstjóra	nkeo
Cirque	e
du	e
soleil	e
,	,
börn	nhfo
skáldsins	nheeg
Roberts	e
Graves	e
og	c
bókaútgefandann	nkeog
og	c
uppboðshaldarann	nkeog
Simon	e
Finch	e
.	.

-	-
Ertu	sfg2en
farin	sþgven
að	cn
skjóta	sng
rótum	nvfþ
á	aþ
Mallorka	e
?	?

Enginn	foken
veit	sfg3en
sína	feveo
ævina	nveog
en	c
öll	foven
er	sfg3en
því	aa
aldrei	aa
átti	sfg1eþ
ég	fp1en
von	nveo
á	aþ
því	fpheþ
að	c
ég	fp1en
myndi	svg1eþ
kaupa	sng
veitingahús	nheo
í	aþ
útlöndum	nhfþ
á	aþ
sama	fbheþ
ári	nheþ
og	c
ég	fp1en
útskrifaðist	svm1eþ
úr	aþ
lögfræðinni	nveþg
.	.

Auðvitað	aa
saknar	sfg3en
maður	nken
fjölskyldu	nvee
og	c
vina	nkfe
,	,
en	c
ég	fp1en
fer	sfg1en
tvisvar	aa
á	aþ
ári	nheþ
til	ae
Íslands	nhee-s
og	c
mamma	nven
og	c
vinirnir	nkfng
hafa	sfg3fn
verið	ssg
duglegir	lkfnsf
að	cn
koma	sng
í	ao
heimsókn	nveo
til	ae
mín	fp1ee
.	.

Þegar	c
ég	fp1en
lít	sfg1en
til	ae
baka	nhfe
er	sfg1en
ég	fp1en
sátt	lvensf
og	c
ánægð	lvensf
með	ao
að	cn
hafa	sng
tekið	ssg
þessa	faveo
ákvörðun	nveo
á	aþ
sínum	fekeþ
tíma	nkeþ
,	,
segir	sfg3en
íslenska	lvenvf
athafnakonan	nveng
og	c
veitingahúsaeigandinn	nkeng
á	aþ
Mallorka	e
,	,
Ragnhildur	nven-s
Sophusdóttir	nven-s
.	.

Skoða	sng
má	sfg3en
matseðil	nkeo
og	c
panta	sng
borð	nheo
hjá	aþ
Ragnhildi	nveþ-s
á	aþ
www.restaurantdeia.com	v
Restaurante	e
Deia	e
,	,
C.	as
Felipe	e
Bauzá	e
nr.	as
1	ta
,	,
07179	ta
Deia	e
,	,
Illes	e
Baleares	e
Mallorka	e

Sigrún	nven-s
Edda	nven-s
ólst	sfm3eþ
upp	aa
við	ao
Andrés	nkeo-s
Önd	nveo-s
á	aþ
dönsku	nveþ
,	,
en	c
Jean	e
fékk	sfg3eþ
bakteríuna	nveog
átta	tfhfe
ára	nhfe
á	aþ
spítala	nkeþ
þegar	c
hann	fpken
eignaðist	sfm3eþ
safn	nheo
af	aþ
Vali	nkeþ-s
og	c
Svali	nkeþ-s
blöðum	nhfþ
,	,
og	c
þegar	c
Tinni	nken-s
í	aþ
Tíbet	nheþ-s
bættist	sfm3eþ
í	ao
safnið	nheog
var	sfg3eþ
ekki	aa
aftur	aa
snúið	sþghen
.	.

Hann	fpken
lærði	sfg3eþ
að	cn
teikna	sng
með	aþ
því	fpheþ
að	cn
herma	sng
eftir	aþ
öðrum	fovfþ
teiknimyndafígúrum	nvfþ
og	c
segir	sfg3en
stílinn	nkeog
sinn	fekeo
svipaðan	lkeosf
þeim	fakeþ
sem	ct
tíðkist	svm3en
í	aþ
Belgíu	nveþ-s
.	.

Samstarf	nhen
þeirra	fphfe
hófst	sfm3eþ
fyrst	aae
þegar	c
þau	fphfn
unnu	sfg3fþ
saman	aa
litlar	lvfosf
bækur	nvfo
um	ao
Krakkana	nkfog
í	aþ
Kátugötu	nveþ-s
fyrir	ao
Umferðarstofu	nveo-s
.	.

Áður	aa
vissum	sfg1fþ
við	fp1fn
ekkert	foheo
af	aþ
hvort	fohen
öðru	foheþ
.	.

Umferðarstofa	nven
bað	sfg3eþ
mig	fp1eo
um	ao
að	cn
gera	sng
tilboð	nheo
í	ao
verkið	nheog
,	,
sem	ct
ég	fp1en
og	c
gerði	sfg1eþ
...	...

byrjar	sfg3en
Jean	e
að	cn
útskýra	sng
,	,
en	c
Sigrún	nven-s
Edda	nven-s
grípur	sfg3en
fram	aa
í	aa
fyrir	aþ
honum	fpkeþ
,	,
það	fphen
var	sfg1eþ
reyndar	aa
ég	fp1en
sem	ct
valdi	sfg1eþ
Jean	e
með	aþ
mér	fp1eþ
,	,
segir	sfg3en
hún	fpven
og	c
kemur	sfg3en
Jean	e
skemmtilega	aa
á	ao
óvart	lheosf
,	,
ég	fp1en
valdi	sfg1eþ
hann	fpkeo
úr	aþ
mörgum	lvfþsf
teikningum	nvfþ
sem	ct
ég	fp1en
skoðaði	sfg1eþ
.	.

Og	c
samvinnan	nveng
tókst	sfm3eþ
svo	aa
vel	aa
að	c
þegar	c
Jean	e
,	,
sem	ct
til	ae
margra	lhfesf
ára	nhfe
hefur	sfg3en
unnið	ssg
við	ao
teiknimyndasögugerð	nveo
ásamt	aþ
því	fpheþ
að	cn
myndskreyta	sng
barnabækur	nvfo
,	,
vantaði	sfg3eþ
í	aþ
bók	nveþ
um	ao
jólasveinana	nkfog
var	sfg3eþ
Sigrún	nven-s
Edda	nven-s
meira	lhenvm
en	c
til	aa
í	ao
að	cn
taka	sng
verkefnið	nheog
að	aþ
sér	fpveþ
.	.

Sameiginlegur	lkensf
hugarheimur	nken
|	|

Við	fp1fn
settumst	sfm1fþ
niður	aa
og	c
unnum	sfg1fþ
mikla	lveosf
forvinnu	nveo
saman	aa
,	,
eins	aa
og	c
á	aþ
karakter	nkeþ
hvers	fokee
jólasveins	nkee
fyrir	ao
sig	fpkeo
,	,
einkenni	nheþ
hans	fpkee
og	c
skapferli	nheþ
.	.

Það	fphen
var	sfg3eþ
algjört	lhensf
samkomulag	nhen
um	aa
hvernig	aa
þeir	fpkfn
ættu	svg3fþ
að	cn
funkera	e
.	.

Eftir	ao
það	fpheo
var	sfg3eþ
svo	aa
auðvelt	lhensf
að	cn
skrifa	sng
og	c
auðvelt	lhensf
að	cn
teikna	sng
,	,
útskýrir	sfg3en
Sigrún	nven-s
,	,
við	fp1fn
vorum	sfg1fþ
komin	sþghfn
með	ao
sameiginlegan	lkeosf
hugarheim	nkeo
.	.

Brátt	aa
bættust	svm3fþ
svo	aa
Grýla	nven-s
,	,
Leppalúði	nken-s
og	c
Jólakötturinn	nkengs
í	ao
hópinn	nkeog
.	.

Jean	e
vinnur	sfg3en
myndirnar	nvfog
að	c
hann	fpken
teiknar	sfg3en
þær	fpvfo
fyrst	aae
með	aþ
blýanti	nkeþ
,	,
fer	sfg3en
síðan	aa
ofan	aa
í	ao
línurnar	nvfog
með	aþ
blekpenna	nkeþ
,	,
skannar	sfg3en
myndirnar	nvfog
inn	aa
og	c
litar	sfg3en
þær	fpvfo
í	aþ
tölvunni	nveþg
.	.

Það	fphen
er	sfg3en
einfaldasta	lvenve
leiðin	nveng
.	.

Mig	fp1eo
langaði	sfg3eþ
að	cn
handmála	sng
myndirnar	nvfog
,	,
en	c
þá	aa
yrði	svg3eþ
bókin	nveng
til	aa
árið	nheog
2010	ta
,	,
svo	aa
þetta	fahen
var	sfg3eþ
mun	nkeþ
betra	lhenvm
,	,
segir	sfg3en
Jean	e
brosandi	lkenof
.	.

Sigrún	nven-s
Edda	nven-s
segist	sfm3en
skrifa	sng
handritið	nheog
með	aþ
svipuðum	lvfþsf
aðferðum	nvfþ
og	c
hún	fpven
notar	sfg3en
fyrir	ao
sjónvarp	nheo
,	,
og	c
það	fphen
er	sfg3en
allt	fohen
í	aþ
lagi	nheþ
.	.

Ég	fp1en
skrifa	sfg1en
sögurnar	nvfog
sem	ct
þurfa	sfg3fn
að	cn
vera	sng
skemmtilegar	lvfnsf
og	c
samtölin	nhfng
eru	sfg3fn
stutt	lhfnsf
og	c
skondin	lhfnsf
.	.

Jean	e
snillingur	nken
í	aþ
að	cn
bæta	sng
húmornum	nkeþg
í	ao
sögurnar	nvfog
með	aþ
útfærslum	nvfþ
sínum	fevfþ
á	aþ
aðstæðum	nvfþ
.	.

Þetta	fahen
er	sfg3en
allt	fohen
annað	fohen
en	c
að	cn
skrifa	sng
bækur	nvfo
.	.

Þar	aa
þarf	sfg3en
að	cn
búa	sng
til	aa
hugarheim	nkeo
í	aþ
orðum	nhfþ
,	,
en	c
hér	aa
sér	sfg3en
Jean	e
um	ao
það	fpheo
.	.

Bókin	nveng
nefnist	sfm3en
Rakkarapakk	nhen-s
,	,
en	c
vantar	sfg3en
enn	aa
undirtitilinn	nkeog
.	.

Hún	fpven
er	sfg3en
samansett	lvensf
úr	aþ
mörgum	lvfþsf
litlum	lvfþsf
skemmtisögum	nvfþ
um	ao
hvern	fokeo
og	c
einn	fokeo
jólasvein	nkeo
.	.

Sagan	nveng
hefst	sfm3en
11.	ta
desember	nkeo
þegar	c
sveinarnir	nkfng
leggja	sfg3fn
af	aþ
stað	nkeþ
til	ae
byggða	nvfe
og	c
endar	sfg3en
á	aþ
aðfangadegi	nkeþ
.	.

Hver	foken
jólasveinn	nken
verður	sfg3en
tekinn	sþgken
fyrir	aa
í	aþ
réttri	lveþsf
röð	nveþ
,	,
en	c
svo	aa
bætast	sfm3fn
við	aa
hliðarsögur	nvfn
úr	aþ
hversdagslífinu	nheþg
Grýla	nven-s
kemur	sfg3en
mikið	aa
við	ao
sögu	nveo
.	.

Þetta	fahen
verður	sfg3en
svolítil	lvensf
fjölskyldusaga	nven
um	ao
heimilislífið	nheog
á	aþ
fjöllum	nhfþ
,	,
segir	sfg3en
Sigrún	nven-s
Edda	nven-s
.	.

Jólasveinarnir	nkfng
bjóða	sfg3fn
upp	aa
á	ao
endalausa	lkfosf
möguleika	nkfo
og	c
við	fp1fn
ætlum	sfg1fn
okkur	fp1fþ
að	cn
kanna	sng
þá	fpkfo
nánar	aam
í	aþ
næstu	lvfþve
bókum	nvfþ
,	,
segir	sfg3en
Jean	e
.	.

Það	fphen
er	sfg3en
gaman	nhen
að	cn
taka	sng
jólasvein	nkeo
og	c
skoða	sng
hans	fpkee
vinkil	nkeo
og	c
hvernig	aa
hann	fpken
funkerar	e
í	aþ
nútímaþjóðfélagi	nheþ
með	ao
alla	foveo
sína	feveo
forneskju	nveo
þegar	c
hann	fpken
reynir	sfg3en
að	cn
aðlagast	snm
,	,
segir	sfg3en
Sigrún	nven-s
Edda	nven-s
.	.

Eru	sfg3fn
þetta	fahen
hreinræktaðir	lkfnsf
íslenskir	lkfnsf
jólasveinar	nkfn
?	?

Já	au
,	,
þeir	fpkfn
eru	sfg3fn
séríslenskir	lkfnsf
,	,
húmorískir	lkfnsf
og	c
góðlátlegir	lkfnsf
prakkarar	nkfn
,	,
aðallega	aa
því	fpheþ
að	cn
reyna	sng
að	cn
finna	sng
sér	fpkeþ
æti	nheo
.	.

Við	fp1fn
blöndum	sfg1fn
ekki	aa
bandaríska	lkeþvf
jólasveininum	nkeþg
í	ao
þetta	faheo
.	.

Þeir	fpkfn
furða	sfg3fn
sig	fpkfo
á	aþ
skóm	nkfþ
í	aþ
gluggum	nkfþ
,	,
og	c
ef	c
þeir	fpkfn
gefa	sfg3fn
í	ao
skóinn	nkeog
þá	aa
er	sfg3en
það	fphen
prakkarastrik	nhen
.	.

Ef	c
þeir	fpkfn
fylgja	sfg3fn
siðum	nkfþ
frá	aþ
Ameríku	nveþ-s
þá	aa
er	sfg3en
það	fphen
af	aþ
því	fpheþ
að	c
það	fphen
er	sfg3en
í	aþ
tísku	nveþ
,	,
segir	sfg3en
Sigrún	nven-s
Edda	nven-s
.	.

Margir	lkfnsf
íslenskir	lkfnsf
teiknarar	nkfn
hafa	sfg3fn
teiknað	ssg
jólasveinana	nkfog
í	aþ
barnabókum	nvfþ
og	c
víðar	aam
,	,
en	c
aldrei	aa
farið	ssg
dýpra	aam
með	ao
persónurnar	nvfog
.	.

Það	fphen
hefur	sfg3en
verið	ssg
mjög	aa
gaman	nhen
að	cn
einblína	sng
á	ao
hvern	fokeo
og	c
einn	fokeo
og	c
gefa	sng
honum	fpkeþ
karakter	nkeo
.	.

er	sfg3en
Grýla	nven-s
?	?

Grýla	nven
er	sfg3en
bara	aa
nafn	nhen
,	,
en	c
hvernig	aa
er	sfg3en
hún	fpven
innst	aae
inni	aa
í	aþ
hjartanu	nheþg
?	?

spyr	sfg3en
Jean	e
.	.

Grýla	nven
í	aþ
megrun	nveþ
og	c
nútímahjónabandi	nheþ
|	|

Ég	fp1en
nýti	sfg1en
mér	fp1eþ
leiklistarbakgrunninn	nkeog
þegar	c
ég	fp1en
skrifa	sfg1en
þessar	favfo
persónur	nvfo
.	.

Ég	fp1en
byrja	sfg1en
á	aþ
að	cn
safna	sng
þeim	favfþ
upplýsingum	nvfþ
sem	ct
til	aa
eru	sfg3fn
um	ao
þær	fpvfo
,	,
eins	aa
og	c
t.d	as
Grýlu	nveo-s
sem	ct
allir	fokfn
eru	sfg3fn
sammála	lkfnof
um	ao
að	c
sé	svg3en
alger	lvensf
pest	nven
með	ao
hófa	nkfo
og	c
hala	nkeo
og	c
éti	svg3en
börn	nhfo
.	.

Í	aþ
framhaldi	nheþ
af	aþ
því	fpheþ
er	sfg3en
gaman	nhen
að	cn
gera	sng
hana	fpveo
mennska	lveosf
með	aþ
öllum	fokfþ
sínum	fekfþ
veikleikum	nkfþ
.	.

Hvað	fsheo
þráir	sfg3en
hún	fpven
?	?

Hvað	fsheo
hún	fpven
?	?

Líður	sfg3en
henni	fpveþ
t.d.	as
vel	aa
með	ao
útlitið	nheog
?	?

Okkar	fp1fe
Grýla	nven-s
er	sfg3en
í	aþ
megrun	nveþ
,	,
hún	fpven
verður	sfg3en
að	cn
ganga	sng
framhjá	aþ
barnaheimilum	nhfþ
án	ae
þess	fphee
að	cn
ráðast	snm
þar	aa
inn	aa
,	,
segir	sfg3en
Sigrún	nven-s
og	c
skellihlær	sfg3en
.	.

Þannig	aa
að	c
íslenskir	lkfnsf
lesendur	nkfn
eiga	sfg3fn
eftir	aa
að	cn
þekkja	sng
sjálfa	fpkfo
sig	fpkfo
í	aþ
þessum	fakfþ
karakterum	nkfþ
?	?

Já	au
,	,
segir	sfg3en
Jean	e
hiklaust	aa
,	,
Grýla	nven-s
og	c
Leppalúði	nken-s
eru	sfg3fn
í	aþ
nútíma	nkee
hjónabandi	nheþ
.	.

Grýla	nven
ræður	sfg3en
öllu	foheþ
og	c
aumingja	nkee
Leppalúði	nken-s
er	sfg3en
undirbeygður	lkensf
eins	aa
og	c
aðrir	fokfn
karlmenn	nkfn
í	ao
dag	nkeo
.	.

Stefnið	sfg2fn
þið	fp2fn
að	aþ
útrás	nveþ
íslenska	lkeevf
jólasveinsins	nkeeg
?	?

Það	fpheo
þekkir	sfg3en
enginn	foken
nema	c
áhugamenn	nkfn
um	ao
Íslandi	x
.	.

En	c
í	aþ
upphafi	nheþ
bókarinnar	nveeg
verða	sfg3fn
kynningarsíður	nvfn
þar	aa
sem	c
hver	foken
jólasveinn	nken
er	sfg3en
kynntur	sþgken
,	,
líkt	aa
og	c
í	aþ
bókunum	nvfþg
um	ao
Ástrík	nkeo-s
,	,
svo	aa
allir	fokfn
ættu	svg3fþ
að	cn
geta	sng
skilið	ssg
bókina	nveog
,	,
segir	sfg3en
Jean	e
.	.

Öll	foven
þeirra	fpkfe
baksaga	nven
verður	sfg3en
kynnt	sþgven
mjög	aa
vel	aa
í	aþ
fyrstu	lveþve
bókinni	nveþg
.	.

Þetta	fahen
er	sfg3en
séríslenskt	lhensf
efni	nhen
en	c
samt	aa
skemmtiefni	nhen
sem	ct
upplagt	lhensf
gæti	svg3eþ
verið	ssg
að	cn
gefa	sng
t.d.	as
viðskiptavinum	nkfþ
stórfyrirtækja	nhfe
erlendis	aa
.	.

Kannski	aa
að	c
við	fp1fn
getum	svg1fn
komið	ssg
íslenska	lkeþvf
jólasveininum	nkeþg
smátt	aa
og	c
smátt	aa
út	aa
fyrir	ao
landsteinana	nkfog
.	.

Við	fp1fn
erum	sfg1fn
að	cn
taka	sng
á	aþ
íslenskum	lkeþsf
þjóðararfi	nkeþ
,	,
en	c
ég	fp1en
efast	sfm1en
ekki	aa
um	aa
aðrir	fokfn
geti	svg3fn
haft	ssg
gaman	nheo
af	aa
,	,
segir	sfg3en
Sigrún	nven-s
Edda	nven-s
,	,
en	c
annars	aa
erum	sfg1fn
við	fp1fn
bara	aa
að	aþ
þessu	faheþ
af	aþ
því	fpheþ
að	c
það	fphen
er	sfg3en
svo	aa
gaman	nhen
,	,
eru	sfg3fn
þau	fphfn
Sigrún	nven-s
Edda	nven-s
og	c
Jean	e
sammála	lhfnof
um	aa
.	.

|	|
hilo@mbl.is	v

Árið	nheng
1918	ta
var	sfg3eþ
sögulegt	lhensf
fyrir	ao
þær	favfo
sakir	nvfo
að	c
þá	aa
gaus	sfg3eþ
í	aþ
Kötlu	nveþ-s
,	,
spánska	lvenvf
veikin	nveng
geisaði	sfg3eþ
og	c
frostaveturinn	nkeng
mikli	lkenvf
markaði	sfg3eþ
spor	nhfo
sín	fehfo
í	ao
íslenskt	lheosf
samfélag	nheo
.	.

Á	aþ
því	faheþ
ári	nheþ
fæddust	sfm3fþ
ennfremur	aa
á	aþ
Akranesi	nheþ-s
stöllurnar	nvfng
Sigríður	nven-s
Ármannsdóttir	nven-s
í	aþ
júlí	nkeþ
og	c
Margrét	nven-s
Níelsdóttir	nven-s
í	aþ
september	nkeþ
.	.

Þeirra	fpvfe
saga	nven
er	sfg3en
lengri	lvenvm
en	c
allra	fokfe
hinna	fakfe
stóratburðanna	nkfeg
-	-
þær	fpvfn
ólust	sfm3fþ
upp	aa
sama	fbheþ
húsi	nheþ
,	,
hafa	sfg3fn
ræktað	ssg
vináttu	nveo
sína	feveo
í	ao
átta	tfkfo
áratugi	nkfo
og	c
dvelja	sfg3fn
nú	aa
á	aþ
sömu	fbveþ
hæð	nveþ
Dvalarheimilisins	nheegs
Höfða	nkee-s
í	aþ
heimabænum	nkeþg
.	.

Örlögin	nhfng
hafa	sfg3fn
hagað	ssg
því	fpheþ
þannig	aa
að	c
þær	fpvfn
hafa	sfg3fn
varla	aa
farið	ssg
úr	aþ
seilingarfjarlægð	nveþ
hvor	foven
frá	aþ
annarri	foveþ
alla	foveo
sína	feveo
tíð	nveo
,	,
þótt	c
hvor	foven
hafi	svg3en
lifað	ssg
sínu	feheþ
lífi	nheþ
að	aþ
fullkomnu	lheþsf
leyti	nheþ
.	.

Árið	nheog
sem	ct
ég	fp1en
fæddist	sfm1eþ
keyptu	sfg3fþ
pabbi	nken
minn	feken
og	c
pabbi	nken
hennar	fpvee
Möggu	nvee-s
saman	aa
húsið	nheog
Hofteig	nkeo-s
og	c
fjölskyldurnar	nvfng
bjuggu	sfg3fþ
þar	aa
báðar	fovfn
til	ae
1930	ta
,	,
segir	sfg3en
Sigríður	nven-s
.	.

Þeir	fpkfn
voru	sfg3fþ
svo	aa
miklir	lkfnsf
vinir	nkfn
.	.

Húsinu	nheþg
var	sfg3eþ
skipt	sþghen
í	ao
tvennt	lheosf
og	c
í	aþ
kjallaranum	nkeþg
voru	sfg3fþ
eldhúsin	nhfng

Samgangur	nken
var	sfg3eþ
mikill	lkensf
,	,
Ármannsbörn	nhfn-s
voru	sfg3fþ
níu	tfhfn
og	c
Níelsarbörn	nhfn-s
þrjú	tfhfn
.	.

Þetta	fahen
var	sfg3eþ
allt	fohen
eins	aa
og	c
einn	tfken
systkinahópur	nken
.	.

Og	c
mesta	lhenve
sportið	nheng
var	sfg3eþ
að	cn
fá	sng
að	cn
sofa	sng
í	aþ
kojunum	nvfþg
hjá	aþ
þeim	fphfþ
hinum	fahfþ
,	,
þótt	c
það	fphen
væri	svg3eþ
þröngt	lhensf
,	,
segir	sfg3en
Margrét	nven-s
.	.

Þær	favfn
vinkonur	nvfn
eru	sfg3fn
mættar	sþgvfn
til	ae
skrafs	nhee
í	aþ
rúmgóðu	lheþsf
herbergi	nheþ
Margrétar	nvee-s
,	,
ernar	lvfnsf
og	c
til	ae
hafðar	lvfnsf
á	aþ
87.	ta
aldursári	nheþ
.	.

Ég	fp1en
er	sfg1en
með	ao
stærra	lheovm
herbergi	nheo
,	,
loksins	aa
er	sfg3en
mér	fp1eþ
sem	ct
piparmey	nveþ
sýnd	sþgven
dálítil	lvensf
virðing	nven
,	,
tilkynnir	sfg3en
Margrét	nven-s
og	c
hlær	sfg3en
dátt	aa
.	.

Hún	fpven
er	sfg3en
ógift	lvensf
og	c
barnlaus	lvensf
,	,
en	c
Sigríður	nven-s
gift	lvensf
Elíasi	nkeþ-s
Guðjónssyni	nkeþ-s
kaupmanni	nkeþ
og	c
á	sfg3en
tvö	tfhfo
börn	nhfo
,	,
fjögur	tfhfo
barnabörn	nhfo
.	.

Hún	fpven
hefur	sfg3en
nú	aa
verið	ssg
ekkja	nven
í	ao
hálfan	lkeosf
annan	lkeosf
áratug	nkeo
.	.

Og	c
báðar	fovfn
una	sfg3fn
sér	fpvfþ
vel	aa
á	aþ
dvalarheimilinu	nheþg
:	:

Við	fp1fn
höfum	sfg1fn
það	fpheo
svo	aa
gott	lheosf
hér	aa
að	c
við	fp1fn
yngjumst	sfm1fn
alveg	aa
upp	aa
.	.

Og	c
þær	fpvfn
minnast	sfm3fn
gömlu	lkfevf
daganna	nkfeg
með	aþ
sátt	nveþ
og	c
gleði	nveþ
.	.

Tvær	tfvfn
fjölskyldur	nvfn
,	,
ein	tfven
kýr	nven
|	|

Ef	c
okkur	fp1fþ
krökkunum	nkfþg
kom	sfg3eþ
ekki	aa
saman	aa
,	,
þá	aa
þýddi	sfg3eþ
ekkert	fohen
að	cn
klaga	sng
.	.

Það	fphen
voru	sfg3fþ
óskrifuð	lhfnsf
lög	nhfn
,	,
útskýrir	sfg3en
Margrét	nven-s
.	.

Þeir	fpkfn
gátu	sfg3fþ
verið	ssg
strangir	lkfnsf
,	,
í	ao
það	faheo
minnsta	lheove
pabbi	nken
,	,
en	c
svo	aa
huggaði	sfg3eþ
hann	fpken
þegar	c
þurfti	sfg3eþ
.	.

Pabbi	nken
hennar	fpvee
Siggu	nvee-s
var	sfg3eþ
meira	aam
í	aa
burtu	aa
,	,
hann	fpken
var	sfg3eþ
svo	aa
mikið	aa
á	aþ
sjónum	nkeþg
.	.

Já	au
,	,
við	fp1fn
fengum	sfg1fþ
ekki	aa
að	cn
komast	snm
upp	aa
með	ao
neina	foveo
vitleysu	nveo
,	,
samsinnir	sfg3en
Sigríður	nven-s
.	.

Og	c
þær	fpvfn
voru	sfg3fþ
vinkonur	nvfn
alla	foveo
tíð	nveo
,	,
mæður	nvfn
okkar	fp1fe
.	.

